Category,AMC,Scheme Code,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Scheme Name,Plan,Option,Net Asset Value,Date
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128810,INF109KB1920,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S,,,12.7514,25-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128818,INF109KB1AL8,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T,,,13.9197,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128816,INF109KB1AN4,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T,,,13.965,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128819,INF109KB1AM6,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T,,,12.7500,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128648,INF109KB1AH6,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q,,,13.9185,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128646,INF109KB1AJ2,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q,,,13.9786,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128649,INF109KB1AI4,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q,,,12.1965,25-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128352,INF109KB1870,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N,,,12.7921,20-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128350,INF109KB1896,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N,,,12.8723,20-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128498,INF109KB1AP9,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O,,,13.8839,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128496,INF109KB1AR5,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O,,,13.9663,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128497,INF109KB1AS3,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O,,,12.8117,25-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128499,INF109KB1AQ7,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O,,,12.7562,25-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128203,INF109KB1839,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K,,,13.9708,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128201,INF109KB1854,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K,,,14.0538,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128204,INF109KB1847,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K,,,12.7844,25-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128075,INF109KB1BJ0,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I,,,13.9537,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128076,INF109KB1BL6,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I,,,14.0436,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128077,INF109KB1BK8,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I,,,12.7959,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128038,INF109KB1797,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G,,,13.8464,05-Apr-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128040,INF109KB1813,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G,,,13.9437,05-Apr-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128039,INF109KB1805,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G,,,13.1265,05-Apr-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128044,INF109KB1755,-,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F,,,12.8882,20-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128042,INF109KB1771,-,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F,,,12.9510,20-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127720,INF109KB1BN2,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,,,14.0174,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127722,INF109KB1BP7,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,,,14.1305,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127721,INF109KB1BO0,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,,,12.8551,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128113,INF109KB1XP1,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J,,,13.2093,07-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128112,INF109KB1XR7,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J,,,13.3388,07-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128111,INF109KB1XS5,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J,,,12.4137,07-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128114,INF109KB1XQ9,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J,,,12.3287,07-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130002,INF109KB1GV4,-,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,,,12.8601,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130000,INF109KB1GT8,-,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,,,12.8862,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129999,INF109KB1GU6,-,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,,,10.6233,08-Jun-2015
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130001,INF109KB1GW2,-,ICICI Prudential Fixed Maturity Plan-Series 74- 368 Days Plan R,,,12.4814,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129967,INF109KB1GJ9,-,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,,,12.8593,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129968,INF109KB1GH3,-,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,,,12.8848,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129970,INF109KB1GI1,-,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,,,12.8257,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129969,INF109KB1GK7,-,ICICI Prudential Fixed Maturity Plan-Series 74- 370 Days Plan Q,,,12.8002,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129254,INF109KA1TH7,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G,,,13.1435,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129252,INF109KA1TJ3,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G,,,13.3092,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129253,INF109KA1TK1,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G,,,12.5647,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129255,INF109KA1TI5,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G,,,12.4345,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129797,INF109KA1VB6,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,,,13.0718,28-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129800,INF109KA1VC4,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,,,12.4108,28-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129799,INF109KA1VE0,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,,,12.5101,28-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129798,INF109KA1VD2,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan P,,,13.1900,28-Aug-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129243,INF109KB1CP5,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C,,,13.7983,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129240,INF109KB1CR1,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C,,,13.8415,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129241,INF109KB1CQ3,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C,,,12.1760,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129244,INF109KB1DY5,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D,,,12.9740,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129246,INF109KB1EK2,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D,,,13.0189,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129245,INF109KB1DZ2,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D,,,12.4361,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129412,INF109KB1DV1,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan H,,,12.9674,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129410,INF109KB1DW9,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan H,,,12.9978,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129409,INF109KB1EJ4,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan H,,,12.9080,17-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129644,INF109KB1EX5,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,,,12.9502,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129642,INF109KB1FA0,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,,,12.9222,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129643,INF109KB1EZ0,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,,,12.9816,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129645,INF109KB1EY3,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan J,,,12.8908,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129026,INF109KB1CT7,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B,,,13.8978,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129028,INF109KB1CV3,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B,,,13.9616,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129029,INF109KB1CW1,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B,,,13.8436,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129027,INF109KB1CU5,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B,,,13.7801,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129248,INF109KB1CX9,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F,,,13.8231,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129249,INF109KB1CZ4,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F,,,13.8717,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129472,INF109KB1FB8,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan I,,,12.9887,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129471,INF109KB1FC6,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan I,,,10.9302,12-May-2015
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129473,INF109KB1FE2,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan I,,,12.9655,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129470,INF109KB1FD4,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan I,,,13.0251,24-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129716,INF109KB1FM5,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,,,12.9072,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129717,INF109KB1FJ1,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,,,10.9092,26-May-2015
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129715,INF109KB1FL7,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,,,12.8480,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129718,INF109KB1FK9,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan K,,,12.9387,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129916,INF109KB1GR2,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,,,12.8812,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129913,INF109KB1GS0,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,,,12.8233,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129915,INF109KB1GP6,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,,,12.9043,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129914,INF109KB1GQ4,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan L,,,10.9025,01-Jun-2015
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129024,INF109KB1CL4,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A,,,13.8662,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129022,INF109KB1CN0,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A,,,13.9004,10-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129023,INF109KB1CO8,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A,,,12.7388,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129025,INF109KB1CM2,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A,,,12.7039,27-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130005,INF109KB1HV2,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,,,12.7833,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130008,INF109KB1HX8,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,,,12.8002,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130007,INF109KB1HY6,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,,,12.4505,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130006,INF109KB1HW0,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan S,,,12.4358,27-Jul-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135717,INF109KB1ON5,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,13.8900,16-Oct-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135718,INF109KB1OP0,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,14.2742,16-Oct-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135719,INF109KB1OQ8,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,14.2742,16-Oct-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135720,INF109KB1OO3,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,13.8900,16-Oct-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135927,INF109KB1PD3,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,14.2247,11-Jan-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135924,INF109KB1PE1,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,15.0573,11-Jan-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135926,INF109KB1PF8,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,15.0573,11-Jan-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,135925,INF109KB1PG6,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,14.2247,11-Jan-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139590,INF109KB1YE3,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days,,,12.9263,01-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139592,INF109KB1YC7,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days,,,13.4892,01-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139593,INF109KB1YD5,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days,,,13.4892,01-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139591,INF109KB1YF0,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days,,,12.9263,01-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139763,INF109KB1ZW2,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,,,12.5765,03-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139764,INF109KB1ZU6,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,,,13.0290,03-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139765,INF109KB1ZV4,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,,,13.0290,03-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139766,INF109KB1ZX0,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days,,,12.5765,03-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139996,INF109KB1G50,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,,,12.2091,03-Aug-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139993,INF109KB1G35,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,,,12.6591,03-Aug-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139995,INF109KB1G27,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,,,12.6591,03-Aug-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,139994,INF109KB1G43,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days,,,12.2091,03-Aug-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,140060,INF109KB1J24,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,,,12.2695,30-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,140058,INF109KB1J08,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,,,12.7366,30-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,140059,INF109KB1J16,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,,,12.7366,30-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,140057,INF109KB1J32,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days,,,12.2695,30-Jul-2020
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,142381,INF109KC1630,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,,,12.6723,02-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,142382,INF109KC1655,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,,,12.9582,02-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,142379,INF109KC1663,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,,,12.9582,02-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,142380,INF109KC1648,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,,,12.6723,02-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,121513,INF109K017R5,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A,,,13.6795,31-Mar-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,121510,INF109K019R1,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A,,,14.1491,31-Mar-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,121512,INF109K010S8,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A,,,12.1627,31-Mar-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,121511,INF109K018R3,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A,,,11.9359,31-Mar-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122251,INF109K013X2,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B,,,13.4418,09-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122249,INF109K015X7,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B,,,13.9543,09-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122250,INF109K016X5,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B,,,12.2117,09-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122252,INF109K014X0,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B,,,11.9416,09-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122402,INF109KA1087,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C,,,15.5680,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122403,INF109KA1079,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C,,,16.6135,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122401,INF109KA1061,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C,,,11.9706,24-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122404,INF109KA1095,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C,,,11.7260,24-May-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122441,INF109KB1WM0,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D,,,15.6067,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122439,INF109KB1WO6,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D,,,16.5876,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122440,INF109KB1WP3,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D,,,14.3827,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122442,INF109KB1WN8,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D,,,13.7375,15-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122662,INF109KA1442,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C,,,13.5471,07-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122661,INF109KA1467,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C,,,14.0558,07-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122664,INF109KA1475,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C,,,12.1789,07-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122663,INF109KA1459,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C,,,11.9043,07-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122853,INF109KA1806,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E,,,13.8680,28-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122850,INF109KA1822,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E,,,14.3494,28-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122852,INF109KA1830,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E,,,12.5218,28-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122851,INF109KA1814,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E,,,12.2607,28-Jul-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122532,INF109KA1285,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A,,,17.3967,04-Jun-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122533,INF109KA1293,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A,,,14.5419,04-Jun-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122534,INF109KA1277,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A,,,14.0620,04-Jun-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122535,INF109KA1269,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A,,,16.5747,04-Jun-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122658,INF109KA1483,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B,,,16.5577,02-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122659,INF109KA1509,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B,,,17.5395,02-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122657,INF109KA1517,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B,,,14.6872,02-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122660,INF109KA1491,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B,,,14.0745,02-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122755,INF109KA1566,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D,,,16.4553,03-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122754,INF109KA1582,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D,,,17.2792,03-Jul-2018
