Category,AMC,Scheme Code,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Scheme Name,Plan,Option,Net Asset Value,Date
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144163,INF109KC1HM0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q,,,12.6011,22-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144164,INF109KC1HP3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q,,,12.6766,22-Jul-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143718,INF109KC1FM4,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H,,,12.6444,23-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143717,INF109KC1FP7,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H,,,12.7586,23-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143716,INF109KC1FR3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H,,,12.7585,23-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143714,INF109KC1FQ5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H,,,12.7583,23-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143715,INF109KC1FO0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H,,,12.6444,23-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144387,INF109KC1II6,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T,,,12.5573,26-Aug-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144388,INF109KC1IL0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T,,,12.6627,26-Aug-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144389,INF109KC1IJ4,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T,,,12.5573,26-Aug-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144596,INF109KC1JR5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y,,,12.6248,06-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144599,INF109KC1JU9,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y,,,12.7041,06-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144598,INF109KC1JT1,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y,,,12.6248,06-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144601,INF109KC1JS3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y,,,12.6248,06-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143516,INF109KC1EI5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.6245,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143512,INF109KC1EL9,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.7323,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143515,INF109KC1EN5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.7321,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143513,INF109KC1EM7,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.7322,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143514,INF109KC1EK1,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.6260,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143519,INF109KC1EJ3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E,,,12.6245,30-Jun-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143734,INF109KC1FG6,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.3758,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143735,INF109KC1FJ0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.4934,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143733,INF109KC1FL6,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.4934,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143731,INF109KC1FK8,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.4932,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143732,INF109KC1FI2,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.3757,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143730,INF109KC1FH4,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J,,,13.3758,11-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143442,INF109KC1DU2,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D,,,13.4088,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143443,INF109KC1DX6,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D,,,13.5466,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143447,INF109KC1DV0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D,,,13.4083,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143445,INF109KC1DW8,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D,,,13.4088,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143393,INF109KC1DG1,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B,,,13.4189,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143392,INF109KC1DJ5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B,,,13.5438,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143395,INF109KC1DL1,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B,,,13.5438,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143394,INF109KC1DK3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B,,,13.5438,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143389,INF109KC1DH9,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B,,,13.4189,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144077,INF109KC1HA5,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P,,,14.3685,18-Apr-2023
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144078,INF109KC1HD9,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P,,,14.4885,18-Apr-2023
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144080,INF109KC1HE7,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P,,,14.4884,18-Apr-2023
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144075,INF109KC1HC1,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P,,,14.3685,18-Apr-2023
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144079,INF109KC1HB3,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P,,,14.3685,18-Apr-2023
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143727,INF109KC1EY2,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G,,,10.4051,17-Dec-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143726,INF109KC1FA9,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G,,,10.4177,17-Dec-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143725,INF109KC1FB7,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G,,,10.4177,17-Dec-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143439,INF109KC1DQ0,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C,,,10.1807,27-Aug-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143440,INF109KC1DS6,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C,,,10.1865,27-Aug-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143441,INF109KC1DT4,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C,,,10.1865,27-Aug-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,143438,INF109KC1DR8,-,ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C,,,10.1807,27-Aug-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144817,INF109KC1KD3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A,,,12.5495,13-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144819,INF109KC1KG6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A,,,12.6372,13-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144816,INF109KC1KI2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A,,,12.6371,13-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144815,INF109KC1KH4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A,,,12.6376,13-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144814,INF109KC1KE1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A,,,12.5495,13-Sep-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144941,INF109KC1KN2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C,,,12.8258,04-Oct-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144944,INF109KC1KQ5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C,,,12.9371,04-Oct-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144945,INF109KC1KS1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C,,,12.9371,04-Oct-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144946,INF109KC1KO0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C,,,12.8258,04-Oct-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,144942,INF109KC1KP7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C,,,12.8258,04-Oct-2021
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146112,INF109KC1SC8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z,,,12.7708,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146113,INF109KC1SH7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z,,,12.9063,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146110,INF109KC1SE4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z,,,12.7711,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146111,INF109KC1SD6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z,,,12.7711,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146017,INF109KC1RW8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y,,,12.7879,04-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146018,INF109KC1SB0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y,,,12.8837,04-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146022,INF109KC1RY4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y,,,12.7874,04-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146019,INF109KC1RX6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y,,,12.7880,04-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145756,INF109KC1PY8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S,,,12.8569,19-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145751,INF109KC1QB4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S,,,12.9598,19-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145754,INF109KC1QA6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S,,,12.8566,19-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145752,INF109KC1PZ5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S,,,12.8568,19-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145707,INF109KC1QE8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,12.9695,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145709,INF109KC1QH1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,13.1046,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145712,INF109KC1QJ7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,13.0987,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145711,INF109KC1QI9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,13.1038,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145708,INF109KC1QG3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,12.9691,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145710,INF109KC1QF5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R,,,12.9695,11-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145520,INF109KC1NU1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,,,13.0267,12-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145515,INF109KC1NX5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,,,13.1353,12-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145517,INF109KC1NY3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,,,13.1353,12-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145516,INF109KC1NV9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,,,13.0267,12-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145436,INF109KC1NI6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,,,12.8757,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145431,INF109KC1NL0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,,,12.9756,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145434,INF109KC1NK2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,,,12.8755,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145432,INF109KC1NJ4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,,,12.8756,05-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145996,INF109KC1RK3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.8525,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145997,INF109KC1RP2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.9539,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145999,INF109KC1RO5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.9539,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145998,INF109KC1RN7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.9539,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,146000,INF109KC1RM9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.8524,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145995,INF109KC1RL1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W,,,12.8524,09-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145904,INF109KC1QU4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U,,,12.8252,02-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145905,INF109KC1QZ3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U,,,12.9359,02-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145909,INF109KC1QY6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U,,,12.9359,02-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145907,INF109KC1QW0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U,,,12.8209,02-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145906,INF109KC1QV2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U,,,12.8253,02-Jun-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145705,INF109KC1PS0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q,,,12.9970,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145701,INF109KC1PV4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q,,,13.1022,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145706,INF109KC1PU6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q,,,12.9969,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145702,INF109KC1PT8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q,,,12.9970,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145312,INF109KC1MO6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,,,13.0900,21-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145307,INF109KC1MR9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,,,13.2257,21-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145310,INF109KC1MT5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,,,13.2257,21-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145309,INF109KC1MQ1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,,,13.0900,21-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145308,INF109KC1MP3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K,,,13.0900,21-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145627,INF109KC1PM3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P,,,13.0059,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145628,INF109KC1PP6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P,,,13.1184,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145630,INF109KC1PO9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P,,,13.0103,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145632,INF109KC1PN1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P,,,13.0058,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145119,INF109KC1LM2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,,,13.1485,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145122,INF109KC1LP5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,,,13.2506,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145124,INF109KC1LQ3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,,,13.2506,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145123,INF109KC1LN0,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F,,,13.1485,18-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145184,INF109KC1MI8,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,,,13.2041,02-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145185,INF109KC1ML2,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,,,13.3454,02-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145183,INF109KC1MK4,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,,,13.2030,02-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145186,INF109KC1MJ6,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I,,,13.2039,02-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145024,INF109KC1LA7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E,,,13.1455,13-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145028,INF109KC1LD1,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E,,,13.2587,13-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145026,INF109KC1LC3,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E,,,13.1454,13-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145025,INF109KC1LB5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E,,,13.1453,13-Apr-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145623,INF109KC1PG5,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O,,,13.1572,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145625,INF109KC1PJ9,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O,,,13.2039,30-May-2022
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,145626,INF109KC1PK7,-,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O,,,13.2039,30-May-2022
